DBA,Borough,STREET,CUISINE DESCRIPTION,SCORE,GRADE,GRADE DATE,INCOME LEVEL
TRIBECA PARK CAFE,MANHATTAN,WALKER STREET,Delicatessen,10.0,A,07/29/2014,high income
LOLLIPOPS,QUEENS,CROSS ISLAND PARKWAY,American,7.0,A,09/04/2014,medium income
GRACIE-MEWS RESTAURANT,MANHATTAN,1 AVENUE,American,12.0,A,05/06/2016,high income
RED HOUSE KITCHEN,QUEENS,YELLOWSTONE BOULEVARD,Chinese,12.0,A,07/23/2014,medium income
FULTON AVE CAFE,BRONX,FULTON AVENUE,American,13.0,A,10/08/2015,low income
NEW SUN MARY BAKERY,QUEENS,41 ROAD,Bakery,10.0,A,03/30/2015,low income
CHIPOTLE MEXICAN GRILL,MANHATTAN,BROADWAY,Tex-Mex,7.0,A,12/23/2015,high income
SHAKE SHACK,MANHATTAN,EAST   86 STREET,American,9.0,A,05/12/2017,high income
WARREN 77,MANHATTAN,WARREN STREET,American,9.0,A,11/07/2014,high income
TIFFANY & COMPANY,MANHATTAN,5 AVENUE,American,7.0,A,01/05/2017,high income
CLINTON RESTAURANT,QUEENS,CLINTONVILLE STREET,Italian,7.0,A,02/10/2015,medium income
PIZZA PALACE CAFE,QUEENS,108 STREET,Jewish/Kosher,3.0,A,07/30/2014,medium income
BOSTON MARKET,QUEENS,71 AVENUE,American,12.0,A,11/23/2016,medium income
STARBUCKS,MANHATTAN,BROADWAY,Caf̩/Coffee/Tea,9.0,A,11/10/2014,high income
LADY M CONFECTIONS,MANHATTAN,EAST   78 STREET,Bakery,12.0,A,01/24/2014,high income
LAMB NOODLE SOUP,QUEENS,MAIN STREET,Chinese,13.0,A,04/24/2014,low income
VALENCIA COFFEE ROOM,BRONX,EDGEWATER ROAD,Caf̩/Coffee/Tea,11.0,A,12/10/2014,low income
3 DELI & GRILL,MANHATTAN,EAST   55 STREET,American,12.0,A,04/14/2017,high income
AUSTIN HOUSE,QUEENS,AUSTIN STREET,American,10.0,A,09/16/2015,medium income
NICE PIZZA,BROOKLYN,FRANKLIN AVENUE,Pizza,9.0,A,12/02/2015,medium income
BUTTERFIELD EXPRESS,MANHATTAN,LEXINGTON AVENUE,Bakery,2.0,A,04/18/2017,high income
LUCKY PIZZA,QUEENS,BRIDGE PLAZA SOUTH,Pizza,12.0,A,05/15/2017,medium income
MADISON RESTAURANT,MANHATTAN,1 AVENUE,American,12.0,A,02/04/2016,high income
TOLOACHE,MANHATTAN,EAST   82 STREET,Mexican,10.0,A,05/13/2015,high income
MACCHIATO ESPRESSO BAR,MANHATTAN,EAST   44 STREET,Caf̩/Coffee/Tea,7.0,A,08/11/2014,high income
RELIABLE FOOD,MANHATTAN,EAST   54 STREET,American,12.0,A,08/15/2014,high income
O'HANLON'S BAR,QUEENS,QUEENS BOULEVARD,American,11.0,A,08/28/2014,medium income
ODESSA,MANHATTAN,AVENUE A,American,10.0,A,07/14/2017,medium income
"AU BON PAIN, ANDALE MEXICAN GRILL",BRONX,UNIVERSITY AVENUE,American,8.0,A,11/12/2014,low income
TROPICAL 128,MANHATTAN,ELIZABETH STREET,American,9.0,A,02/22/2016,high income
CORRADO BREAD AND PASTRY,MANHATTAN,LEXINGTON AVENUE,Caf̩/Coffee/Tea,12.0,A,03/30/2015,high income
DARO'S PIZZA,QUEENS,KISSENA BOULEVARD,Pizza,7.0,A,05/19/2015,low income
SPICE,QUEENS,VERNON BOULEVARD,Thai,2.0,A,05/03/2017,medium income
CITY VIEW RACQUET CLUB,QUEENS,32 PLACE,American,12.0,A,08/23/2017,medium income
FRESCO,MANHATTAN,EAST   52 STREET,Italian,13.0,A,01/29/2015,high income
ESTRELLA BAR & RESTAURANT,BRONX,JEROME AVENUE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13.0,A,08/12/2015,low income
THE THIRD MAN,MANHATTAN,AVENUE C,American,13.0,A,03/07/2017,medium income
HOTEL PIERRE-MAIN KITCHEN,MANHATTAN,EAST   61 STREET,American,12.0,A,09/14/2016,high income
SUSHI AKIO,QUEENS,YELLOWSTONE BOULEVARD,Japanese,10.0,A,09/22/2015,medium income
SHERWOOD TO GO,MANHATTAN,3 AVENUE,American,13.0,A,11/16/2016,high income
SNACK BOSS,BRONX,RODMANS NCK,American,12.0,A,12/23/2014,medium income
LITTLE COLLINS,MANHATTAN,LEXINGTON AVENUE,Australian,12.0,A,11/09/2015,high income
LA LECHONERA CRIOLLA,BRONX,WEBSTER AVENUE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15.0,B,08/25/2016,low income
DONG KING,BRONX,WEST  165 STREET,Chinese,12.0,A,06/17/2016,low income
JUNG SIK,MANHATTAN,HARRISON STREET,Korean,10.0,A,09/26/2014,high income
T-BROTHERS PIZZERIA,BRONX,ALDUS STREET,Pizza/Italian,22.0,B,08/11/2015,low income
GRAND SICHUAN EASTERN,MANHATTAN,2 AVENUE,Chinese,10.0,A,10/15/2015,high income
WA JEAL,MANHATTAN,2 AVENUE,Chinese,10.0,A,12/17/2015,high income
LA NONNA,MANHATTAN,MULBERRY STREET,Italian,19.0,B,05/07/2016,high income
MCDONALD'S,MANHATTAN,BROADWAY,Hamburgers,5.0,A,04/13/2017,high income
MARUZZELLA,MANHATTAN,FIRST AVENUE,Italian,12.0,A,05/06/2015,high income
MURPHY'S LAW,MANHATTAN,EAST   70 STREET,Irish,10.0,A,12/15/2014,high income
TASTY GRILL,QUEENS,150 STREET,Greek,21.0,B,10/05/2016,medium income
PLANET ROSE,MANHATTAN,AVENUE A,American,8.0,A,05/15/2015,medium income
SUTTON BAR ROOM,MANHATTAN,1 AVENUE,American,19.0,B,10/03/2016,high income
AGORA TURKISH RESTAURANT,MANHATTAN,SECOND AVENUE,Turkish,11.0,A,11/24/2014,high income
JACK & NELLIE'S,QUEENS,ASCAN AVENUE,American,7.0,A,08/12/2014,medium income
CAFFE NAPOLI,MANHATTAN,HESTER STREET,Italian,21.0,B,12/28/2015,high income
KENNEDY'S CHICKEN & SANDWICHES,BRONX,SOUTHERN BOULEVARD,Chicken,12.0,A,03/08/2016,low income
HATSUHANA RESTAURANT,MANHATTAN,EAST   48 STREET,Japanese,5.0,A,12/22/2016,high income
SERAFINA GRILL,MANHATTAN,EAST 61 ST STREET,Italian,13.0,A,05/02/2017,high income
SPRINKLES CUPCAKES,MANHATTAN,LEXINGTON AVENUE,Bakery,4.0,A,07/29/2014,high income
BIG APPLE CHINESE RESTAURANT,QUEENS,BEACH CHANNEL DR,Chinese,5.0,A,07/13/2017,medium income
XOCHIMILCO FAMILY REST,BRONX,MELROSE AVENUE,Mexican,13.0,A,02/21/2017,low income
CONNOLLY'S PUB,MANHATTAN,EAST   47 STREET,Irish,10.0,A,07/27/2016,high income
ANDY'S DELI,MANHATTAN,BROADWAY,American,12.0,A,01/09/2015,high income
GOURMET PARK,MANHATTAN,EAST   60 STREET,Delicatessen,18.0,B,08/22/2014,high income
FULTON GRAND,BROOKLYN,FULTON STREET,American,8.0,A,07/07/2017,medium income
EL RINCON DE LA VIEJA BAKERY AND RESTAURANT,QUEENS,BOWNE STREET,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.0,A,11/05/2015,low income
DOUBLE DOWN SALOON,MANHATTAN,AVENUE A,American,10.0,A,01/05/2015,medium income
CABO RESTAURANT,STATEN ISLAND,PAGE AVENUE,Mexican,13.0,A,06/24/2017,medium income
STARBUCKS,MANHATTAN,WORTH STREET,Caf̩/Coffee/Tea,2.0,A,12/21/2015,high income
STARBUCKS,MANHATTAN,MADISON AVENUE,Caf̩/Coffee/Tea,5.0,A,03/31/2016,high income
CAFFE NAPOLI,MANHATTAN,HESTER STREET,Italian,12.0,A,06/16/2014,high income
NO. 1 CHINA GARDEN KITCHEN,BRONX,EDWARD L GRANT HIGHWAY,Chinese,5.0,A,11/10/2015,low income
STARBUCKS,MANHATTAN,MADISON AVENUE,Caf̩/Coffee/Tea,7.0,A,04/28/2017,high income
NATIONAL BAKERY,BRONX,INTERVALE AVENUE,Bakery,13.0,A,09/19/2016,low income
RINCONCITO TEPEYAC,BRONX,EAST  138 STREET,Mexican,4.0,A,02/17/2016,low income
BALDOR SPECIALTY FOODS,BRONX,FOOD CENTER DRIVE,American,10.0,A,07/02/2014,low income
UJA FEDERATION,MANHATTAN,EAST   59 STREET,Jewish/Kosher,6.0,A,08/01/2017,high income
FIVE GUYS FAMOUS BURGERS AND FRIES,QUEENS,26 AVENUE,Hamburgers,2.0,A,07/17/2017,medium income
D'ANGELO'S PIZZERIA AND RESTAURANT,QUEENS,108 STREET,Pizza/Italian,12.0,A,06/30/2015,medium income
THE COTTAGE,MANHATTAN,AMSTERDAM AVENUE,Chinese,11.0,A,04/29/2014,high income
MANOR OKTOBERFEST FOREST HILLS,QUEENS,YELLOWSTONE BOULEVARD,German,13.0,A,05/28/2014,medium income
LA TRAVIATA PIZZA,MANHATTAN,WEST   68 STREET,Pizza,11.0,A,06/23/2017,high income
USAGI,MANHATTAN,EAST   49 STREET,Japanese,4.0,A,12/13/2016,high income
BLOCKHEAD'S MEXICAN DINER,MANHATTAN,2 AVENUE,Mexican,4.0,A,09/15/2015,high income
ROSSY'S BAKERY & COFFEE SHOP,MANHATTAN,EAST    3 STREET,Spanish,7.0,A,01/27/2017,medium income
FOUR SEASONS HOTEL,MANHATTAN,EAST   57 STREET,American,6.0,A,09/02/2014,high income
BEACH CAFE,MANHATTAN,2 AVENUE,American,9.0,A,08/25/2014,high income
BARNEY GREENGRASS,MANHATTAN,AMSTERDAM AVENUE,Jewish/Kosher,8.0,A,08/27/2014,high income
FOREST HILLS DINER,QUEENS,AUSTIN STREET,American,17.0,B,12/04/2015,medium income
CHINESE GOURMET,BRONX,CEDAR AVENUE,Chinese,7.0,A,01/20/2015,low income
COLUMBUS GOURMET FOOD,MANHATTAN,COLUMBUS AVE STORE #2,American,20.0,B,04/15/2015,high income
AMELIA'S DINER,MANHATTAN,VARICK STREET,American,9.0,A,02/23/2016,high income
THE ODEON,MANHATTAN,WEST BROADWAY,French,13.0,A,03/09/2017,high income
SO GONG DONG TOFU HOUSE,QUEENS,41ST AVE,Korean,20.0,B,05/25/2016,low income
WA JEAL,MANHATTAN,2 AVENUE,Chinese,13.0,A,11/13/2014,high income
MIKES PIZZA,QUEENS,YELLOWSTONE BOULEVARD,Pizza/Italian,12.0,A,01/28/2015,medium income
CHIU HONG BAKERY,MANHATTAN,MOTT STREET,Bakery,11.0,A,03/02/2016,high income
AMBASSADOR FOOD SERVICES,QUEENS,38 AVENUE,American,11.0,A,05/03/2016,medium income
FRANKLIN PARK/DUTCH BOY BURGER,BROOKLYN,ST JOHNS PLACE,American,11.0,A,10/17/2015,medium income
SHERWOOD TO GO,MANHATTAN,3 AVENUE,American,16.0,B,05/26/2015,high income
FAY DA BAKERY,QUEENS,KISSENA BOULEVARD,Bakery,9.0,A,09/22/2015,low income
THE PATRIOT SALOON,MANHATTAN,CHAMBERS STREET,American,11.0,A,08/20/2015,high income
SUBWAY,BROOKLYN,BROADWAY,Sandwiches,7.0,A,11/05/2015,high income
STARBUCKS,BROOKLYN,3 AVENUE,Caf̩/Coffee/Tea,6.0,A,12/21/2016,high income
TRIBECA BAGELS,MANHATTAN,CANAL STREET,Delicatessen,10.0,A,02/17/2016,high income
SAN PIETRO,MANHATTAN,EAST   54 STREET,Italian,12.0,A,10/10/2014,high income
THE ROOSEVELT HOTEL,MANHATTAN,EAST   45 STREET,American,2.0,A,08/25/2017,high income
KENNEDY CHICKEN &SANDWICHES,BRONX,EAST  167 STREET,Chicken,11.0,A,04/25/2016,low income
NEW COUNTRY HOUSE,BROOKLYN,FULTON STREET,American,6.0,A,12/18/2014,medium income
ROSSVILLE PIZZERIA,STATEN ISLAND,BLOOMINGDALE ROAD,Pizza/Italian,13.0,A,04/07/2016,medium income
LE PAIN QUOTIDIEN,MANHATTAN,EAST   44 STREET,Bakery,2.0,A,06/29/2016,high income
CIAO FOR NOW,MANHATTAN,EAST   12 STREET,Caf̩/Coffee/Tea,9.0,A,06/10/2014,medium income
MCDONALD'S,MANHATTAN,BROADWAY,Hamburgers,12.0,A,07/21/2017,high income
WHARF BAR AND GRILL,QUEENS,BEACH  116 STREET,American,11.0,A,05/18/2015,medium income
SIMPLY BAKERY,MANHATTAN,BAYARD STREET,Bakery,17.0,B,08/04/2014,high income
CRAVE FISH BAR,MANHATTAN,2 AVENUE,Seafood,10.0,A,01/22/2015,high income
APPLEBEE'S,QUEENS,35 AVENUE,American,10.0,A,10/13/2015,medium income
NINO'S RESTAURANT,MANHATTAN,1 AVENUE,Italian,12.0,A,10/28/2013,high income
EL CAMION CANTINA,MANHATTAN,AVENUE A,Mexican,12.0,A,08/25/2014,medium income
KANA TAPAS BAR & RESTAURANT,MANHATTAN,SPRING STREET,Tapas,13.0,A,09/06/2016,high income
MATCH 65,MANHATTAN,EAST   65 STREET,French,12.0,A,04/14/2016,high income
WO HOP 17,MANHATTAN,MOTT STREET,Chinese,7.0,A,10/16/2015,high income
FRATELLI PIZZERIA,STATEN ISLAND,SEGUINE AVENUE,Pizza/Italian,13.0,A,05/19/2016,medium income
PITUSA BAKERY,BRONX,EAST  149 STREET,Bakery,12.0,A,03/01/2017,low income
LE PAIN QUOTIDIEN,MANHATTAN,AMSTERDAM AVENUE,Sandwiches,12.0,A,08/09/2016,high income
BROOK AVENUE DELI & PIZZA,BRONX,BROOK AVENUE,Pizza,12.0,A,09/12/2015,low income
BAREBURGER,MANHATTAN,1 AVENUE,Hamburgers,9.0,A,05/02/2016,high income
LITTLE CAESARS,BRONX,EAST  167 STREET,Pizza,10.0,A,05/02/2017,low income
ANDRE'S HUNGARIAN STRUDELS & PASTRIES,QUEENS,QUEENS BLVD,Bakery,12.0,A,08/15/2017,medium income
EMPIRE EXPRESS,QUEENS,QUEENS BOULEVARD,Chinese,12.0,A,06/17/2015,medium income
DOSA HUTT,QUEENS,BOWNE STREET,Indian,11.0,A,12/01/2016,low income
STARBUCKS,MANHATTAN,WORTH STREET,Caf̩/Coffee/Tea,7.0,A,01/27/2017,high income
DONA BELLA  PIZZA,MANHATTAN,CHURCH STREET,Pizza,8.0,A,04/10/2014,high income
MILLIE'S DELI,QUEENS,JACKSON AVENUE,Delicatessen,7.0,A,11/02/2015,medium income
ZAYTOONS RESTAURANT,BROOKLYN,VANDERBILT AVENUE,Middle Eastern,8.0,A,05/31/2016,medium income
BOBBY SPOT NUVO CAFE,QUEENS,VAN DAM ST,Egyptian,23.0,B,07/07/2017,medium income
TRIBECA GRILL,MANHATTAN,GREENWICH STREET,American,10.0,A,04/06/2016,high income
DUNKIN' DONUTS,BRONX,WEST BURNSIDE AVENUE,Donuts,2.0,A,11/13/2014,low income
SUBWAY,BRONX,BROADWAY,Sandwiches/Salads/Mixed Buffet,13.0,A,03/06/2015,high income
BRANDY LIBRARY LOUNGE,MANHATTAN,NORTH MOORE STREET,French,13.0,A,03/16/2017,high income
SUBWAY,MANHATTAN,YORK AVENUE,Sandwiches,12.0,A,08/20/2015,high income
MAXWELL'S,MANHATTAN,READE STREET,Irish,13.0,A,06/27/2014,high income
OUTBACK STEAKHOUSE,QUEENS,BELL BOULEVARD,Steak,5.0,A,01/10/2017,medium income
DRAUGHT 55 BAR & KITCHEN,MANHATTAN,EAST   55 STREET,American,12.0,A,10/27/2014,high income
THE SEA FIRE GRILL,MANHATTAN,EAST   48 STREET,American,8.0,A,12/12/2014,high income
CAFFE RUSTICO,QUEENS,149 STREET,Pizza,12.0,A,04/29/2015,medium income
B FLAT,MANHATTAN,CHURCH STREET,Japanese,5.0,A,04/03/2015,high income
BEACH CAFE,MANHATTAN,2 AVENUE,American,12.0,A,03/08/2016,high income
GEN RESTAURANT,BROOKLYN,WASHINGTON AVENUE,Japanese,13.0,A,08/01/2014,medium income
LABELLA FERRARA,MANHATTAN,MULBERRY STREET,Bakery,13.0,A,05/19/2017,high income
ESSEN,MANHATTAN,MADISON AVENUE,American,35.0,C,09/08/2014,high income
STIX RESTAURANT,QUEENS,QUEENS BOULEVARD,Jewish/Kosher,12.0,A,09/01/2016,medium income
STARBUCKS,QUEENS,AUSTIN STREET,Caf̩/Coffee/Tea,3.0,A,02/06/2015,medium income
NAYA MEZZE & GRILL,MANHATTAN,2 AVENUE,Middle Eastern,13.0,A,04/02/2015,high income
EL VALLE RESTAURANT,BRONX,WESTCHESTER AVENUE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7.0,A,09/15/2015,low income
EL RANCHITO DE DAISY,QUEENS,150 STREET,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.0,A,05/08/2014,low income
KANA TAPAS BAR & RESTAURANT,MANHATTAN,SPRING STREET,Tapas,3.0,A,06/04/2014,high income
CHIU HONG BAKERY,MANHATTAN,MOTT STREET,Bakery,10.0,A,09/03/2015,high income
EL PATRON NIGHTCLUB CABARET-RESTAURANT,BRONX,JEROME AVENUE,American,7.0,A,11/14/2015,low income
LE PAIN QUOTIDIEN,MANHATTAN,GRAND STREET,Sandwiches,12.0,A,08/11/2016,high income
MAD RIVER BAR & GRILLE,MANHATTAN,3 AVENUE,American,10.0,A,05/01/2015,high income
BRANDY'S PIANO BAR,MANHATTAN,EAST   84 STREET,American,4.0,A,08/13/2014,high income
WARREN 77,MANHATTAN,WARREN STREET,American,5.0,A,04/10/2017,high income
WENDY'S,BRONX,3 AVENUE,Hamburgers,13.0,A,03/03/2015,high income
WENDY'S,BRONX,3 AVENUE,Hamburgers,13.0,A,03/03/2015,low income
BENJAMIN STEAK HOUSE,MANHATTAN,EAST   41 STREET,Steak,9.0,A,12/24/2014,high income
BAGEL WORKS,MANHATTAN,FIRST AVENUE,Bagels/Pretzels,7.0,A,12/07/2016,high income
COCO FRESH TEA & JUICE,MANHATTAN,LEXINGTON AVENUE,Caf̩/Coffee/Tea,8.0,A,09/14/2015,high income
NEW PEKING RESTAURANT,BRONX,EAST  183 STREET,Chinese,11.0,A,11/17/2015,low income
INDIE FOOD AND WINE,MANHATTAN,WEST   65 STREET,American,10.0,A,06/28/2016,high income
SEA LEVEL CAFE,MANHATTAN,EAST   43 STREET,American,9.0,A,12/05/2014,high income
AMSTERDAM ALE HOUSE,MANHATTAN,AMSTERDAM AVENUE,American,10.0,A,02/12/2015,high income
SUNSHINE CO.,BROOKLYN,WASHINGTON AVENUE,American,10.0,A,03/17/2015,medium income
MAISON KAYSER,MANHATTAN,BROADWAY,French,7.0,A,12/21/2015,high income
ZAYTOONS RESTAURANT,BROOKLYN,VANDERBILT AVENUE,Middle Eastern,10.0,A,05/28/2015,medium income
GOTHAM PIZZA,MANHATTAN,YORK AVENUE,Pizza,5.0,A,01/07/2015,high income
CONTINENTAL LUNCHEONETTE & DELI,QUEENS,METROPOLITAN AVENUE,Delicatessen,7.0,A,06/14/2017,medium income
BROOK AVENUE DELI & PIZZA,BRONX,BROOK AVENUE,Pizza,10.0,A,11/10/2016,low income
DELIZIA  RISTORANTE,MANHATTAN,1 AVENUE,Italian,8.0,A,01/05/2015,high income
CROWN FRIED CHICKEN,BROOKLYN,FULTON STREET,Chicken,10.0,A,03/05/2015,medium income
MAPLE GARDEN,QUEENS,MAIN STREET,Chinese,10.0,A,07/11/2017,low income
LTK LITTLE THAI KITCHEN,MANHATTAN,EAST   53 STREET,Thai,11.0,A,05/04/2015,high income
PANERA BREAD,QUEENS,35 AVENUE,American,9.0,A,09/02/2016,medium income
CAFE LUKA,MANHATTAN,1 AVENUE,American,13.0,A,07/26/2016,high income
BURGER KING,BRONX,JEROME AVENUE,Hamburgers,9.0,A,06/27/2017,low income
STIX RESTAURANT,QUEENS,QUEENS BOULEVARD,Jewish/Kosher,7.0,A,02/01/2016,medium income
MENDY'S,MANHATTAN,EAST   42 STREET,Jewish/Kosher,13.0,A,10/15/2013,high income
FOREST HILL STATION HOUSE,QUEENS,CONTINENTAL AVENUE,American,8.0,A,03/16/2017,medium income
MANHATTAN MOVEMENT & ARTS CENTER,MANHATTAN,WEST   60 STREET,American,27.0,B,05/27/2014,high income
THREE GUY'S RESTAURANT,MANHATTAN,MADISON AVENUE,American,12.0,A,05/06/2016,high income
NARITA JAPANESE RESTAURANT,QUEENS,70 ROAD,Japanese,13.0,A,10/13/2016,medium income
AGORA TAVERNA,QUEENS,AUSTIN STREET,Greek,10.0,A,06/16/2015,medium income
MAZ MEZCAL,MANHATTAN,EAST   86 STREET,Mexican,11.0,A,02/10/2015,high income
VILLAGE GRILL,QUEENS,YELLOWSTONE BOULEVARD,Mediterranean,10.0,A,04/29/2015,medium income
SUBWAY,QUEENS,JACKSON AVE,Sandwiches,4.0,A,08/22/2016,medium income
MENDY'S,MANHATTAN,EAST   42 STREET,Jewish/Kosher,12.0,A,11/26/2014,high income
SANT AMBROEUS,MANHATTAN,MADISON AVENUE,Italian,9.0,A,08/25/2014,high income
LOON CHUAN RESTAURANT,STATEN ISLAND,PAGE AVENUE,Chinese,9.0,A,03/16/2017,medium income
FRATELLI PIZZERIA,STATEN ISLAND,SEGUINE AVENUE,Pizza/Italian,13.0,A,12/29/2014,medium income
PRET A MANGER,MANHATTAN,EAST   42 STREET,Sandwiches,4.0,A,09/09/2016,high income
CAFFE NAPOLI,MANHATTAN,HESTER STREET,Italian,10.0,A,11/18/2014,high income
CHO-SEN GARDEN,QUEENS,108 STREET,Jewish/Kosher,11.0,A,04/11/2016,medium income
AMBASSADOR FOOD SERVICES,QUEENS,38 AVENUE,American,7.0,A,06/29/2017,medium income
I-FORTUNE COOKIE,QUEENS,21ST ST,Chinese,3.0,A,03/23/2017,medium income
PHYSICAL GRAFFITI,MANHATTAN,ST MARKS PLACE,Caf̩/Coffee/Tea,7.0,A,07/20/2015,medium income
THE INTERNATIONAL CULINARY INSTITUTE,MANHATTAN,BROADWAY,American,7.0,A,04/09/2015,high income
THE RIVER CLUB,MANHATTAN,EAST   52 STREET,American,12.0,A,01/05/2015,high income
CIROS PASTRY SHOP,QUEENS,BEACH  129 STREET,Bakery,11.0,A,05/19/2015,medium income
MALONEY & PORCELLI,MANHATTAN,EAST   50 STREET,American,11.0,A,11/24/2015,high income
RYAN'S DAUGHTER CAFE,MANHATTAN,EAST   85 STREET,Irish,9.0,A,03/20/2015,high income
ONE EAST OCEAN PALACE,QUEENS,QUEENS BLVD,Chinese,18.0,B,01/27/2016,medium income
GOOD BEER,MANHATTAN,EAST    9 STREET,"Bottled beverages, including water, sodas, juices, etc.",11.0,A,10/19/2015,medium income
EL VALLE RESTAURANT,BRONX,WESTCHESTER AVENUE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7.0,A,04/17/2015,low income
CAFE GRUMPY,MANHATTAN,LEXINGTON AVE,Caf̩/Coffee/Tea,10.0,A,05/18/2015,high income
MAXIN BAKERY,QUEENS,MAIN STREET,Bakery,10.0,A,07/20/2017,low income
STARBUCKS,QUEENS,BROADWAY,Caf̩/Coffee/Tea,3.0,A,04/27/2016,high income
SERAFINA GRILL,MANHATTAN,EAST 61 ST STREET,Italian,11.0,A,11/19/2015,high income
H & H MIDTOWN BAGELS EAST,MANHATTAN,2 AVENUE,Bagels/Pretzels,13.0,A,03/16/2015,high income
TOASTIES,MANHATTAN,EAST   48 STREET,American,11.0,A,03/13/2015,high income
STARBUCKS,MANHATTAN,LEXINGTON AVENUE,Caf̩/Coffee/Tea,4.0,A,11/21/2016,high income
CRAVE FISH BAR,MANHATTAN,2 AVENUE,Seafood,11.0,A,11/15/2016,high income
D'ANGELO'S PIZZA,QUEENS,QUEENS BOULEVARD,Pizza/Italian,20.0,B,06/01/2015,medium income
MCDONALD'S,BRONX,WEBSTER AVENUE,Hamburgers,7.0,A,03/29/2016,low income
EAST SIDE BAGEL CAFE,MANHATTAN,1 AVENUE,Bagels/Pretzels,12.0,A,11/28/2014,high income
PEACE FOOD CAFE,MANHATTAN,AMSTERDAM AVENUE,American,9.0,A,09/10/2015,high income
SASABUNE EXPRESS NEW YORK,MANHATTAN,EAST   59 STREET,Japanese,12.0,A,04/01/2015,high income
VIAND CAFE,MANHATTAN,BROADWAY,American,8.0,A,03/31/2015,high income
KING WOK KITCHEN,QUEENS,ASCAN AVENUE,Chinese,10.0,A,07/16/2015,medium income
DOMAINE WINE BAR,QUEENS,VERNON BOULEVARD,French,9.0,A,01/13/2017,medium income
IRVING FARM,MANHATTAN,WEST   79 STREET,Caf̩/Coffee/Tea,11.0,A,08/22/2014,high income
CITY CINEMAS 123,MANHATTAN,3 AVENUE,American,5.0,A,09/09/2015,high income
ANOTHEROOM,MANHATTAN,WEST BROADWAY,American,4.0,A,11/11/2015,high income
MCDONALD'S,BRONX,WEBSTER AVENUE,American,10.0,A,09/09/2016,low income
BANTER,QUEENS,QUEENS BOULEVARD,Irish,12.0,A,12/23/2014,medium income
TINY'S PIZZA & PASTA,BRONX,GRANT AVENUE,Pizza,11.0,A,05/05/2017,low income
MCDONALD'S,BRONX,UNIVERSITY AVENUE,American,4.0,A,05/12/2014,low income
MBJ CAFETERIA/LAGUARDIA COMMUNITY COLLEGE,QUEENS,THOMSON AVENUE,American,12.0,A,06/18/2014,medium income
CAFE EVERGREEN,MANHATTAN,1 AVENUE,Chinese,8.0,A,07/22/2016,high income
AMICI PIZZERIA,STATEN ISLAND,AMBOY ROAD,Italian,8.0,A,11/06/2015,medium income
STARBUCKS,MANHATTAN,1 AVENUE,Caf̩/Coffee/Tea,9.0,A,08/17/2017,high income
STARBUCKS,MANHATTAN,1 AVENUE,Caf̩/Coffee/Tea,9.0,A,08/17/2017,medium income
SUSHI KOI,QUEENS,QUEENS BOULEVARD,Japanese,3.0,A,02/03/2016,medium income
SHERWOOD TO GO,MANHATTAN,3 AVENUE,American,12.0,A,05/02/2014,high income
HURON CLUB/SOHO PLAYHOUSE,MANHATTAN,VANDAM STREET,American,21.0,Z,06/26/2015,high income
PAGE PLAZA DINER,STATEN ISLAND,PAGE AVENUE,American,5.0,A,02/22/2017,medium income
THE COMFORT DINER,MANHATTAN,EAST   45 STREET,American,18.0,B,12/24/2014,high income
CHIPOTLE MEXICAN GRILL,MANHATTAN,BROADWAY,Mexican,9.0,A,07/10/2017,high income
BARNES & NOBLE CAFE,MANHATTAN,EAST   86 STREET,Caf̩/Coffee/Tea,8.0,A,08/12/2013,high income
NEW YORK JR. LEAGUE,MANHATTAN,EAST   80 STREET,Caf̩/Coffee/Tea,9.0,A,11/04/2013,high income
FAY DA BAKERY,QUEENS,MAIN STREET,Bakery,10.0,A,06/20/2016,low income
JAVA GIRL,MANHATTAN,EAST   66 STREET,Caf̩/Coffee/Tea,5.0,A,08/03/2017,high income
WHITESTONE BAGEL FACTORY,QUEENS,149 STREET,Delicatessen,10.0,A,11/07/2016,medium income
MEZZALUNA,MANHATTAN,THIRD AVENUE,Italian,10.0,A,07/26/2017,high income
COASTAL FROZEN YOGURT,QUEENS,ROCKAWAY BEACH DR,"Ice Cream, Gelato, Yogurt, Ices",4.0,A,10/20/2015,medium income
BETH TORAH KOSHER CATERERS,QUEENS,QUEENS BOULEVARD,Jewish/Kosher,11.0,A,02/10/2015,medium income
STARBUCKS,QUEENS,35 AVENUE,Caf̩/Coffee/Tea,3.0,A,05/05/2017,medium income
FARINELLA,MANHATTAN,LEXINGTON AVENUE,Pizza,12.0,A,04/09/2015,high income
CHECKERS,QUEENS,QUEENS PLAZA SOUTH,Hamburgers,7.0,A,02/25/2016,medium income
MISS LILY'S 7A,MANHATTAN,AVENUE A,Caribbean,13.0,A,08/01/2014,medium income
NANOOSH,MANHATTAN,BROADWAY,Mediterranean,9.0,A,09/30/2014,high income
P.J. CLARKE'S,MANHATTAN,3 AVENUE,American,13.0,A,06/12/2017,high income
