DBA,STREET,INCOME_LEVEL,BOROUGH,ZIPCODE,CUISINE_DESCRIPTION,SCORE,GRADE
No 5,37TH ST,medium income,Queens,11101,Vegetarian,19,B
NOCHES MEXICANAS,BROOK AVENUE,low income,Bronx,10455,Mexican,23,B
JOE COFFEE,LEXINGTON AVENUE,high income,Manhattan,10021,Coffee/Tea,6,A
DUNKIN',2 AVENUE,high income,Manhattan,10021,Donuts,10,A
GRACIE'S ON 2ND,E 86TH ST,high income,Manhattan,10028,American,13,A
MCDONALD'S,CANAL STREET,high income,Manhattan,10013,Hamburgers,13,A
WESTVILLE,HUDSON STREET,high income,Manhattan,10013,American,13,A
UTOPIA DINER,AMSTERDAM AVENUE,high income,Manhattan,10023,American,11,A
CANTON LOUNGE,MOTT STREET,high income,Manhattan,10013,Chinese,2,Z
MBJ FOOD SERVICE,THOMPSON AVENUE,medium income,Queens,11101,American,12,A
SPRING PLACE,SAINT JOHNS LANE,high income,Manhattan,10013,Mediterranean,12,A
BLOCKHEADS,WEST   90 STREET,high income,Manhattan,10024,Tex-Mex,10,A
PAPATZUL,GRAND STREET,high income,Manhattan,10013,Mexican,9,A
FIG & OLIVE MIDTOWN,EAST   52 STREET,high income,Manhattan,10022,Mediterranean,4,A
SUBWAY,EAST  149 STREET,low income,Bronx,10455,Sandwiches,9,A
THE BAKERY ON BERGEN,BERGEN STREET,medium income,Brooklyn,11238,Bakery Products/Desserts,12,A
BRONX TAVERN,EAST  133 STREET,low income,Bronx,10454,American,9,A
AMERICAN CUT,GREENWICH STREET,high income,Manhattan,10013,Steakhouse,9,A
SUBWAY,BROADWAY,high income,Manhattan,10032,Sandwiches,2,A
LA BOITE EN BOIS,WEST   68 STREET,high income,Manhattan,10023,French,10,A
ARIANA'S,SOUTH BRIDGE STREET,medium income,Staten Island,10309,Italian,13,A
LENWICH,2 AVENUE,high income,Manhattan,10075,American,11,A
SCOOZI,WEST   83 STREET,high income,Manhattan,10024,American,7,A
SHARLENE'S,FLATBUSH AVENUE,medium income,Brooklyn,11238,American,13,A
SUPERIORITY BURGER,EAST    9 STREET,medium income,Manhattan,10009,Vegetarian,11,A
EL NOEL ECO-CENTER FOR INTEGRATIVE WELLNESS,CLINTON AVENUE,medium income,Brooklyn,11238,"Juice, Smoothies, Fruit Salads",10,A
STARBUCKS COFFEE,3 AVENUE,high income,Manhattan,10065,Coffee/Tea,13,A
KENNEDY FRIED CHICKEN,EAST TREMONT AVENUE,low income,Bronx,10460,Chicken,12,A
TINA'S CUBAN CUISINE RESTAURANT,3 AVENUE,high income,Manhattan,10022,Latin American,14,B
SLICE,VERNON BLVD,medium income,Queens,11101,Pizza,12,A
A SUSHI,AUSTIN STREET,medium income,Queens,11375,Japanese,9,A
WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,high income,Manhattan,10013,Vegetarian,11,A
TACO KING,108 STREET,medium income,Queens,11375,Tex-Mex,8,A
CHECKERS,CHAMBERS STREET,high income,Manhattan,10007,Hamburgers,10,A
SHAKE SHACK,AUSTIN ST,medium income,Queens,11375,Hamburgers,12,A
POLPETTE 71,WEST   71 STREET,high income,Manhattan,10023,Italian,12,A
ANNIE MOORES PUB & RESTAURANT,EAST   41 STREET,high income,Manhattan,10017,American,13,A
DUMPLING GALAXY,MAIN STREET,low income,Queens,11355,Chinese,12,A
TAKAHACHI,AVENUE A,medium income,Manhattan,10009,Other,10,A
TACO BELL CANTINA,RIVER AVENUE,low income,Bronx,10452,Tex-Mex,12,A
KINGS CHEF,WEBSTER AVENUE,low income,Bronx,10457,Chinese,9,A
LUCISOUS THAI,1 AVENUE,high income,Manhattan,10065,Thai,13,A
VERDI RESTAURANT,CROSS ISLAND PARKWAY,medium income,Queens,11357,Italian,7,A
FOUR SEASONS HOTEL,EAST   57 STREET,high income,Manhattan,10022,American,7,A
XI'AN FAMOUS FOODS,EAST   78 STREET,high income,Manhattan,10075,Asian/Asian Fusion,4,A
NORTHERN DUMPLING KING,MAIN STREET,low income,Queens,11355,Chinese,12,A
ST ENDS,FRANKLIN AVENUE,medium income,Brooklyn,11238,Bottled Beverages,13,A
NISHIDA SHO-TEN,EAST   49 STREET,high income,Manhattan,10017,Japanese,2,C
DIG INN,LEXINGTON AVENUE,high income,Manhattan,10128,American,7,A
GREEN CAFE,EAST   58 STREET,high income,Manhattan,10022,Sandwiches,19,B
FLOUR SHOP,LAFAYETTE STREET,high income,Manhattan,10013,Bakery Products/Desserts,7,A
A PLUS THAI PLACE,2 AVENUE,high income,Manhattan,10022,Thai,2,A
LA MORADA RESTAURANT,WILLIS AVENUE,low income,Bronx,10454,Mexican,9,A
NEW STAR BAKERY,KISSENA BOULEVARD,low income,Queens,11355,Bakery Products/Desserts,15,B
CLEMENTINE BAKERY,CLASSON AVENUE,medium income,Brooklyn,11238,Coffee/Tea,6,A
BOSTON MARKET,BELL BOULEVARD,medium income,Queens,11360,American,6,A
EAST PALACE,2 AVENUE,high income,Manhattan,10017,Chinese,10,A
TEXAS CHICKEN & BURGERS,BROOK AVENUE,low income,Bronx,10454,Chicken,13,A
JUICEADE,SOUTHERN BOULEVARD,low income,Bronx,10459,"Juice, Smoothies, Fruit Salads",9,A
SERENA'S,2 AVENUE,high income,Manhattan,10065,Mediterranean,9,A
WAH YONG KITCHEN,WEST  168 STREET,low income,Bronx,10452,Chinese,10,A
LUCKY HOUSE CHINESE RESTAURANT,EAST TREMONT AVENUE,low income,Bronx,10460,Chinese,11,A
BRADY'S BAR,2 AVENUE,high income,Manhattan,10028,American,13,A
THE SPOTTED OWL,AVENUE A,medium income,Manhattan,10009,American,10,A
STARBUCKS,PARK AVENUE,high income,Manhattan,10016,Coffee/Tea,8,A
BAGELS FOR YOU,QUEENS BOULEVARD,medium income,Queens,11375,Bagels/Pretzels,8,A
ARTIE'S,CITY ISLAND AVENUE,medium income,Bronx,10464,Italian,13,A
OASIS COFFEE SHOP,TIFFANY STREET,low income,Bronx,10474,Other,11,A
NAIA DELI GRILL JUICE AND SALAD BAR,WASHINGTON AVENUE,low income,Bronx,10457,American,12,A
LA PLAZA DEL POLLO,WESTCHESTER AVENUE,low income,Bronx,10459,Mexican,12,A
GROUND-CENTRAL,2 AVENUE,high income,Manhattan,10017,Coffee/Tea,13,A
SUSHI X,NORTHERN BOULEVARD,medium income,Queens,11101,Japanese,9,A
PRET A MANGER,CHURCH STREET,high income,Manhattan,10007,Soups/Salads/Sandwiches,9,A
STUDIO 151,AVENUE C,medium income,Manhattan,10009,Latin American,7,A
MILLE-FEUILLE,VANDERBILT AVENUE,medium income,Brooklyn,11238,Coffee/Tea,12,A
BURGER KING,SOUTHERN BOULEVARD,low income,Bronx,10459,Hamburgers,10,A
PICKLER & CO,EAST   45 STREET,high income,Manhattan,10017,American,9,A
DOMO TACO,FRANKLIN AVENUE,medium income,Brooklyn,11238,Tex-Mex,13,A
MANNA HOUSE,MOTT STREET,high income,Manhattan,10013,Bakery Products/Desserts,10,A
GRAN CAFFE DE MARTINI,VANDERBILT AVENUE,medium income,Brooklyn,11238,Coffee/Tea,2,A
LA PULPERIA,2 AVENUE,high income,Manhattan,10028,Latin American,7,A
FAMOUS FAMIGLIA PIZZA,LEXINGTON AVENUE,high income,Manhattan,10028,Pizza,13,A
STARBUCKS,AVENUE OF THE AMERICAS,high income,Manhattan,10001,Coffee/Tea,2,A
TAYLOR MADE JAMAICAN EATERY,CLASSON AVENUE,medium income,Brooklyn,11238,Caribbean,9,A
MY PIZZA,UNIVERSITY AVENUE,low income,Bronx,10453,Pizza,2,P
THE HOLLER,FRANKLIN AVENUE,medium income,Brooklyn,11238,American,4,A
SUBWAY,BROADWAY,high income,Manhattan,10031,Sandwiches,9,A
LUCYS,AVENUE A,medium income,Manhattan,10009,American,10,A
FORLINIS RESTAURANT,BAXTER STREET,high income,Manhattan,10013,Italian,24,B
HERBS THAI BISTRO,EAST   45 STREET,high income,Manhattan,10017,Thai,15,B
MALACHY'S,WEST   72 STREET,high income,Manhattan,10023,Irish,12,A
GOOD HEALTH CAFE,1 AVENUE,high income,Manhattan,10021,Soups/Salads/Sandwiches,11,A
ROLLERJAM USA,RICHMOND VALLEY ROAD,medium income,Staten Island,10309,American,12,A
THE SUPPLY HOUSE,2 AVENUE,high income,Manhattan,10028,American,8,A
JOHNNY'S FRIED CHICKEN,SHAKESPEARE AVENUE,low income,Bronx,10452,Chicken,10,A
ANDREA'S RESTAURANT,EAST  165 STREET,low income,Bronx,10452,Latin American,7,A
KITARO,AMSTERDAM AVENUE,high income,Manhattan,10024,Chinese/Japanese,10,A
NEW CHAMPION WOK,41 AVENUE,medium income,Queens,11101,Chinese,8,A
ZARO'S BREAD BASKET,EAST   42 STREET,high income,Manhattan,10017,Bakery Products/Desserts,9,A
SUBWAY,BROADWAY,high income,Queens,11106,Sandwiches,13,A
KILLMEYER'S OLD BAVARIA INN.,ARTHUR KILL ROAD,medium income,Staten Island,10309,German,7,A
MCDONALD'S,BROADWAY,high income,Manhattan,10038,Hamburgers,9,A
KOBEYAKI,EAST   86 STREET,high income,Manhattan,10028,Japanese,5,A
OASIS COFFEE SHOP,TIFFANY STREET,low income,Bronx,10474,Other,5,A
MCDONALD'S,METROPOLITAN AVENUE,medium income,Queens,11375,Hamburgers,7,A
PROJECT BRUNCH,ARTHUR KILL ROAD,medium income,Staten Island,10309,American,13,A
JOYFACE,AVENUE C,medium income,Manhattan,10009,Bottled Beverages,12,A
HOTEL PIERRE-MAIN KITCHEN,EAST   61 STREET,high income,Manhattan,10065,American,12,A
STARBUCKS,QUEENS BOULEVARD,medium income,Queens,11373,Coffee/Tea,6,A
EMERGENCY SNACK BAR,EDWARD L GRANT HIGHWAY,low income,Bronx,10452,Spanish,12,A
SOHO THAI,GRAND STREET,high income,Manhattan,10013,Thai,3,P
KAM HING CAFE,BAXTER STREET,high income,Manhattan,10013,Bakery Products/Desserts,2,A
MOMOYA,AMSTERDAM AVENUE,high income,Manhattan,10024,Japanese,12,A
YEH'S BAKERY,MAIN STREET,low income,Queens,11355,Bakery Products/Desserts,12,A
NEW SHANGHAI DELUXE,MOTT STREET,high income,Manhattan,10013,Chinese,29,C
THE STUMBLE INN,2 AVENUE,high income,Manhattan,10021,American,13,A
CENTRAL MARKET NEW YORK,VANDERBILT AVENUE,high income,Manhattan,10017,Italian,12,A
DELFINI,TIFFANY STREET,low income,Bronx,10474,American,11,A
SASHIMI RAMEN EXPRESS,EAST   78 STREET,high income,Manhattan,10075,Japanese,11,A
BEACON BAR,BROADWAY,high income,Manhattan,10023,American,12,A
THE FERN,1 AVENUE,medium income,Manhattan,10009,American,12,A
KEE WANG RESTAURANT,VALENTINE AVENUE,low income,Bronx,10457,Chinese,10,A
SUZU SUSHI,1 AVENUE,high income,Manhattan,10022,Chinese/Japanese,12,A
JOY CURRY & TANDOOR,EAST   46 STREET,high income,Manhattan,10017,Indian,2,A
BARKOGI,2 AVENUE,high income,Manhattan,10022,Asian/Asian Fusion,13,A
MCDONALD'S,EAST TREMONT AVENUE,low income,Bronx,10465,Hamburgers,8,A
HOP WON EXPRESS,EAST   45 STREET,high income,Manhattan,10017,Chinese,13,A
PIER 25 SNACK BAR,WEST STREET,high income,Manhattan,10013,American,7,A
BLKYN BURRO,FULTON STREET,medium income,Brooklyn,11238,Mexican,7,A
BEIJING STYLE BARBEQUE,BOWNE STREET,low income,Queens,11355,Chinese,7,A
HO WON BAKE,HESTER STREET,high income,Manhattan,10013,Bakery Products/Desserts,11,A
COOKIE CRUMZ,44TH RD,medium income,Queens,11101,Bakery Products/Desserts,13,A
KAFANA,AVENUE C,medium income,Manhattan,10009,Eastern European,12,A
PHO SHOP,WEST   72 STREET,high income,Manhattan,10023,Southeast Asian,9,A
RED MANGO,QUEENS BOULEVARD,medium income,Queens,11373,Frozen Desserts,7,A
HEIDELBERG RESTAURANT,2 AVENUE,high income,Manhattan,10028,German,5,A
PARIS BAGUETTE,BROADWAY,high income,Manhattan,10018,Bakery Products/Desserts,9,A
NATIONAL BAKERY,INTERVALE AVENUE,low income,Bronx,10459,Bakery Products/Desserts,13,A
HUNDRED TASTE,MAIN STREET,low income,Queens,11355,Chinese,3,C
NIFOROS COFFEE SHOP,11TH ST,medium income,Queens,11101,American,8,A
CAFFE PALERMO,MULBERRY STREET,high income,Manhattan,10013,Italian,13,A
LITTLE CAESARS,EAST  149 STREET,low income,Bronx,10455,Pizza,10,A
DOMINO'S,3 AVENUE,low income,Manhattan,10029,Pizza,4,A
OHANA JAPANESE HIBACHI SEAFOOD & STEAK,CITY ISLAND AVENUE,medium income,Bronx,10464,Japanese,4,A
EMPLOYEE CAFETERIA,MADISON AVENUE,high income,Manhattan,10022,American,13,A
El Crucero Restaurant & Grill,EAST  138 STREET,low income,Bronx,10454,Spanish,10,A
TACOS CUAUTLA MORALES,EAST    9 STREET,medium income,Manhattan,10009,Tex-Mex,12,A
MCDONALD'S,BROADWAY,high income,Manhattan,10033,Hamburgers,4,A
LOCO COCO,LEXINGTON AVENUE,high income,Manhattan,10065,"Juice, Smoothies, Fruit Salads",10,A
JAIYA THAI & ORIENTAL RESTAURANT,2 AVENUE,high income,Manhattan,10028,Thai,12,A
PARKWAY PIZZA,UTOPIA PKWY,medium income,Queens,11357,Pizza,10,A
BURGER KING,EAST TREMONT AVENUE,low income,Bronx,10457,Hamburgers,3,A
LA GRENOUILLE,EAST   52 STREET,high income,Manhattan,10022,French,8,A
NUMERO 28,1 AVENUE,high income,Manhattan,10021,Italian,48,C
ROCKEFELLER UNIVERSITY - EMPLOYEE DINING,YORK AVENUE,high income,Manhattan,10065,American,7,A
LUCKY CAT,EAST   53 STREET,high income,Manhattan,10022,Japanese,38,C
HUNTS POINT JUICE BAR & DELI,MANIDA STREET,low income,Bronx,10474,Spanish,20,B
ELIM BISTRO,PARK PLACE,high income,Manhattan,10007,Sandwiches,13,A
173 WEBSTER CAFE,WEBSTER AVENUE,low income,Bronx,10457,Latin American,11,A
TACOS SAN LUCAS,JEROME AVENUE,low income,Bronx,10452,Tex-Mex,12,A
FUNNY BBQ,BOWERY,high income,Manhattan,10013,Barbecue,10,A
SUBWAY,BROADWAY,high income,Bronx,10463,Sandwiches,5,A
DOS TOROS TAQUERIA,LEXINGTON AVENUE,high income,Manhattan,10022,Mexican,7,A
TAIM,LEXINGTON AVENUE,high income,Manhattan,10022,Middle Eastern,5,A
BREAD & BUTTER,EAST   44 STREET,high income,Manhattan,10017,Sandwiches,25,B
LA CHULA TACO & LATINERIA,EAST   42 STREET,high income,Manhattan,10017,Tex-Mex,12,A
NICA TRATTORIA,EAST   84 STREET,high income,Manhattan,10028,Italian,7,A
27 SPORTS BAR & CAFE,WEST MOUNT EDEN AVENUE,low income,Bronx,10452,Latin American,7,A
GREGORYS COFFEE,EAST   46 STREET,high income,Manhattan,10017,Coffee/Tea,13,A
ARCHDIOCESES OF NY,1 AVENUE,high income,Manhattan,10022,American,9,A
ULTRA SPICY HOUSE,KISSENA BLVD,low income,Queens,11355,Chinese,11,A
SUN FUNG CHINESE RESTAURANT,MARCY PLACE,low income,Bronx,10452,Chinese,10,A
MAXIN BAKERY,MAIN STREET,low income,Queens,11354,Bakery Products/Desserts,5,A
GREAT WALL CHINESE RESTAURANT,QUEENS BLVD,medium income,Queens,11375,Chinese,13,A
MADISON CAFE,WILLIS AVENUE,low income,Bronx,10455,American,26,B
VENICE,EAST  149 STREET,low income,Bronx,10455,Italian,12,A
STRANGE LOVE BAR,EAST   53 STREET,high income,Manhattan,10022,American,13,A
HALE & HEARTY SOUP,LEXINGTON AVENUE,high income,Manhattan,10065,Soups/Salads/Sandwiches,12,A
TOTTO RAMEN,EAST   52 STREET,high income,Manhattan,10022,Japanese,7,A
GOOD FORTUNE RESTAURANT,KISSENA BOULEVARD,low income,Queens,11355,Chinese,12,A
CANTON LOUNGE,MOTT STREET,high income,Manhattan,10013,Chinese,13,A
STIX RESTAURANT,QUEENS BOULEVARD,medium income,Queens,11375,Jewish/Kosher,13,A
SAM'S DELI,MULBERRY STREET,high income,Manhattan,10013,American,11,A
DR SMOOD,LEXINGTON AVENUE,high income,Manhattan,10017,Coffee/Tea,9,A
JUICE GENERATION,BROADWAY,high income,Manhattan,10018,"Juice, Smoothies, Fruit Salads",12,A
CAFE GRUMPY,LEXINGTON AVE,high income,Manhattan,10017,Coffee/Tea,13,A
GREAT N.Y. NOODLETOWN,BOWERY,high income,Manhattan,10013,Chinese,7,A
VITHAS COFFEE SHOP,LOCUST AVENUE,low income,Bronx,10454,American,5,A
BAREBURGER,VERNON BLVD,medium income,Queens,11101,Hamburgers,9,A
SHOO SHOO NOLITA,BROOME STREET,high income,Manhattan,10013,Mediterranean,10,A
KISSENA CAFE,KISSENA BOULEVARD,low income,Queens,11355,Chinese,12,A
FOODBELLA,EAST   53 STREET,high income,Manhattan,10022,American,24,B
NEW WOK,BROOK AVENUE,low income,Bronx,10455,Chinese,13,A
CHOICE MARKET,LAFAYETTE AVENUE,medium income,Brooklyn,11238,American,0,C
QUANTUM LEAP,1 AVENUE,high income,Manhattan,10065,Vegetarian,11,A
WORSHIP SUPER HEROES,E 138TH ST,low income,Bronx,10454,Chinese,9,A
CALACA OF BK,PUTNAM AVENUE,medium income,Brooklyn,11238,Mexican,11,A
TANOSHI TEI,YORK AVENUE,high income,Manhattan,10021,Japanese,40,C
TRIBECA BAGELS,CANAL STREET,high income,Manhattan,10013,Sandwiches,11,A
LA NUEVA WIN HING RESTAURANT,EAST  167 STREET,low income,Bronx,10452,Chinese,43,C
JERRY'S COFFEE SHOP,LONGWOOD AVENUE,low income,Bronx,10459,Sandwiches,12,A
CITY CINEMAS 123,3 AVENUE,high income,Manhattan,10022,American,3,A
CAFE OLYMPIA,2 AVENUE,high income,Manhattan,10017,American,11,A
BANH MI SAIGON BAKERY,GRAND STREET,high income,Manhattan,10013,Southeast Asian,7,A
CARMINE'S,BROADWAY,high income,Manhattan,10024,Italian,11,A
DOMINICANA POLLO SABROSO RESTAURANT,EAST MOUNT EDEN AVENUE,low income,Bronx,10452,Latin American,22,Z
ESPERANTO RESTAURANT BAR AND JUGO,AVENUE C,medium income,Manhattan,10009,Brazilian,25,B
MIGHTY BOWL,2 AVENUE,high income,Manhattan,10017,Asian/Asian Fusion,9,A
H.K WONTON GARDEN,MULBERRY STREET,high income,Manhattan,10013,Chinese,13,A
ASIAN 59,EAST   59 STREET,high income,Manhattan,10022,Chinese/Japanese,12,A
TWO GRANDPA'S PIZZA,GRAND CONCOURSE,low income,Bronx,10453,Pizza,12,A
CANTEEN,WORLD TRADE CTR,high income,Manhattan,10007,American,3,A
MAJORELLE,EAST   63 STREET,high income,Manhattan,10065,French,11,A
DESERT RAIN LOUNGE,METROPOLITAN AVE,medium income,Queens,11375,American,13,A
GRECA,WASHINGTON STREET,high income,Manhattan,10013,Greek,10,A
BEIJING STYLE BARBEQUE,BOWNE STREET,low income,Queens,11355,Chinese,18,B
EL BARRIL RESTAURANT,EAST  138 STREET,low income,Bronx,10454,Mexican,53,C
LA CHULA TACO & LATINERIA,EAST   42 STREET,high income,Manhattan,10017,Tex-Mex,4,A
LIC HOTEL,21ST ST,medium income,Queens,11101,Coffee/Tea,2,A
EL CALDERO RESTAURANT SPORT BAR,JEROME AVENUE,low income,Bronx,10452,Spanish,10,A
GRAN MORSI,WARREN STREET,high income,Manhattan,10007,Italian,13,A
SUNRISE MART,EAST   41 STREET,high income,Manhattan,10017,Asian/Asian Fusion,19,B
CYPRIANA,37TH ST,medium income,Queens,11101,Sandwiches,7,A
HOUSEMAN RESTAURANT,GREENWICH STREET,high income,Manhattan,10013,American,12,A
MG 54 BAR AND LOUNGE,UNIVERSITY AVENUE,low income,Bronx,10452,Spanish,13,A
SAKE BAR SATSKO,EAST    7 STREET,medium income,Manhattan,10009,Japanese,5,A
MUNCH,AUSTIN ST,medium income,Queens,11375,Hamburgers,13,A
YIA YIA,EAST   69 STREET,high income,Manhattan,10021,Greek,13,A
LUNA ROSSA,EAST   85 STREET,high income,Manhattan,10028,Italian,9,A
THE RIBBON,WEST   72 STREET,high income,Manhattan,10023,American,10,A
YSL BAKERY,41ST AVE,low income,Queens,11355,Bakery Products/Desserts,2,P
AL-IMAN GRILL AND BAKERY,BOSTON ROAD,low income,Bronx,10460,African,12,A
PRET A MANGER,EAST   42 STREET,high income,Manhattan,10017,Soups/Salads/Sandwiches,11,A
PARADISE ALLEY BAR,150 STREET,low income,Queens,11355,American,11,A
THE ROOST,AVENUE B,medium income,Manhattan,10009,Coffee/Tea,9,A
MADISON RESTAURANT,1 AVENUE,high income,Manhattan,10022,American,11,A
MCDONALD'S,BROADWAY,high income,Manhattan,10019,Hamburgers,13,A
CHICANITO,EAST  153 STREET,low income,Bronx,10455,Mexican,12,A
STARBUCKS,EAST   80 STREET,high income,Manhattan,10075,Coffee/Tea,5,A
BISTRO VENDOME,EAST   58 STREET,high income,Manhattan,10022,French,13,A
VILLA TAPIA RESTAURANT,BROOK AVENUE,low income,Bronx,10454,Latin American,33,C
FOUR SEASONS HOTEL BANQUET KITCHEN,BARCLAY STREET,high income,Manhattan,10007,American,9,A
HANOI HOUSE,SAINT MARKS PLACE,medium income,Manhattan,10009,Asian/Asian Fusion,12,A
DIRTY PIERRES BISTRO,STATION SQUARE,medium income,Queens,11375,French,3,A
GREEN KITCHEN DINER,1 AVENUE,high income,Manhattan,10075,American,6,A
ZAYTOONS RESTAURANT,VANDERBILT AVENUE,medium income,Brooklyn,11238,Middle Eastern,8,A
BEARD PAPA'S MIDTOWN,EAST   53 STREET,high income,Manhattan,10022,Donuts,12,A
SUBWAY,3 AVENUE,high income,Bronx,10451,Sandwiches,13,A
PREVITI PIZZA,EAST   41 STREET,high income,Manhattan,10017,Pizza,12,A
XIN RONG,HUNTS POINT AVENUE,low income,Bronx,10474,Chinese,5,A
3 D'S DELIGHT RESTAURANT & BAKERY,WASHINGTON AVENUE,medium income,Brooklyn,11238,Caribbean,13,A
THE PATRIOT SALOON,CHAMBERS STREET,high income,Manhattan,10007,American,13,A
METLIFE EXECUTIVE DINING ROOM,PARK AVE,high income,Manhattan,10017,Continental,2,A
ULTRA SPICY HOUSE,KISSENA BLVD,low income,Queens,11355,Chinese,20,B
MOTT HAVEN BAR & GRILL,3 AVENUE,low income,Bronx,10454,American,20,B
GREEN CAFE,EAST   58 STREET,high income,Manhattan,10022,Sandwiches,12,A
BUDDHA BODAI ONE VEGETARIAN RESTAURANT,MOTT STREET,high income,Manhattan,10013,Vegetarian,54,C
PORTOFINO RESTAURANT,CITY ISLAND AVENUE,medium income,Bronx,10464,Italian,10,A
JOBITO BRONX RESTAURANT,JEROME AVENUE,low income,Bronx,10453,Latin American,9,A
SMILE TO GO,HOWARD STREET,high income,Manhattan,10013,American,13,A
PAPA JOHN'S PIZZA,JEROME AVENUE,low income,Bronx,10453,Pizza,9,A
THE COSMOPOLITAN CLUB,EAST   66 STREET,high income,Manhattan,10065,American,7,A
HOTEL CARLYLE,EAST   76 STREET,high income,Manhattan,10021,American,10,A
TAYLOR ST BARISTAS,MADISON AVENUE,high income,Manhattan,10017,Coffee/Tea,12,A
ONE WORLD OBSERVATORY,WORLD TRADE CTR,high income,Manhattan,10007,American,3,A
ETHYL'S,2 AVENUE,high income,Manhattan,10028,American,7,A
LUCKY RESTAURANT,EAST  182 STREET,low income,Bronx,10457,Chinese,2,A
THE TAP HOUSE,AUSTIN STREET,medium income,Queens,11375,Irish,24,B
EL MACO RESTAURANT,JEROME AVENUE,low income,Bronx,10452,Latin American,12,A
HING WONG RESTAURANT,WESTCHESTER AVENUE,low income,Bronx,10455,Chinese,7,A
FAY DA BAKERY,KISSENA BOULEVARD,low income,Queens,11355,Bakery Products/Desserts,13,A
TASTY HAND-PULLED NOODLES,DOYERS STREET,high income,Manhattan,10013,Chinese,10,A
SILVER RICE,PARK PLACE,medium income,Brooklyn,11238,Japanese,13,A
CHEN'S GARDEN,WILLIS AVENUE,low income,Bronx,10454,Chinese,6,A
STARBUCKS,BROADWAY,high income,Manhattan,10034,Coffee/Tea,7,A
YI FANG TAIWAN FRUIT TEA,BAYARD STREET,high income,Manhattan,10013,"Juice, Smoothies, Fruit Salads",12,A
PRATT INSTITUTE - HIGGINS HALL (AVI),SAINT JAMES PLACE,medium income,Brooklyn,11238,Coffee/Tea,5,A
NEW PEPERONI'S PIZZA,LAFAYETTE AVENUE,low income,Bronx,10474,Pizza,12,A
GOOD FORTUNE RESTAURANT,KISSENA BOULEVARD,low income,Queens,11355,Chinese,32,C
SUBWAY,2 AVENUE,high income,Manhattan,10016,Sandwiches,10,A
ZAWA JAPANESE,EAST   66 STREET,high income,Manhattan,10065,Japanese,12,A
ALICE'S TEA CUP,WEST   73 STREET,high income,Manhattan,10023,American,12,A
EXPRESS AFRICAN HALAL RESTAURANT,EAST  165 STREET,low income,Bronx,10456,African,19,B
MISTER CHICKEN II,21ST ST,medium income,Queens,11101,Chicken,9,A
DOSA HUTT,BOWNE STREET,low income,Queens,11355,Indian,13,A
TESSA,AMSTERDAM AVENUE,high income,Manhattan,10024,Mediterranean,10,A
OM INDIAN RESTAURANT,2 AVENUE,high income,Manhattan,10028,Indian,8,A
RED CAFE,21ST ST,medium income,Queens,11101,American,13,A
L.A. GOURMET,JACKSON AVENUE,medium income,Queens,11101,American,4,A
DAY BREAK CAFE RESTAURANT,34 AVENUE,medium income,Queens,11101,American,10,A
MEE'S NOODLE,2 AVENUE,high income,Manhattan,10022,Chinese,13,A
NY JUMBO BAGELS,2 AVENUE,high income,Manhattan,10022,Sandwiches,8,A
CINEMART CINEMAS,METROPOLITAN AVENUE,medium income,Queens,11375,American,10,A
SOFIA PIZZA SHOPPE,1 AVENUE,high income,Manhattan,10022,Pizza,0,A
BIG NOSE KATES,ARTHUR KILL ROAD,medium income,Staten Island,10309,American,9,A
HING WONG RESTAURANT,WESTCHESTER AVENUE,low income,Bronx,10455,Chinese,12,A
HUNAN KITCHEN FLUSHING,MAIN ST,low income,Queens,11355,Chinese,13,A
BORO HOTEL,27TH ST,medium income,Queens,11101,American,13,A
David Burke Tavern,EAST   62 STREET,high income,Manhattan,10065,American,10,A
KNIGHTS OF COLUMBUS HOUSE,KREISCHER STREET,medium income,Staten Island,10309,American,11,A
TART TART HOUSE,45TH AVE,low income,Queens,11355,Bakery Products/Desserts,22,B
LAMB NOODLE SOUP,MAIN STREET,low income,Queens,11355,Chinese,7,A
